x,y
0.03353658894261757,6.725330292255774
0.42504790113931845,5.02735414503365
0.12399810242933529,5.232517738987426
0.6872174827671282,6.702426883313823
0.6613807190738688,5.227363977278995
0.481081974164808,5.1516054698061575
0.45471448814640647,5.791770233981367
0.68269052538753,6.698406292574342
0.7733859291800946,5.549979982870914
0.43920142179749555,7.1724951624921065
0.7159873499183083,5.373370798054599
0.05890508321422683,5.287471142815292
0.41654279226630275,5.12796088976852
0.4851141055918553,7.734174958529523
0.16695552162475402,6.08292868167585
0.38625410141497385,5.476156263504928
0.5584037305454921,6.37250794689463
0.878855345747328,6.656785076232661
0.052356158365074235,7.2693646571806525
0.8585535204959132,5.692259957593709
0.5366256278533201,6.147298649144461
0.08882142907347146,6.742139835528933
0.8202357086180827,5.4455906612696925
0.33386262450237014,6.808002291783691
0.43809804638610483,5.2444342329835365
0.9527977076695797,7.737442891686984
0.1991502076470799,6.31326214347638
0.18644270044447597,6.082005946027286
0.540220999042913,7.739024733755922
0.794586396481896,5.824559398815632
0.5320869816153568,6.887147619308922
0.42680093193346624,6.048195616678351
0.9259045415937563,6.373811684966055
0.9133618362745237,7.570890478908974
0.8235839811845362,7.071717943263241
0.05083483898625407,5.457671343584295
0.006466528910661129,5.957749467101376
0.12991552634774983,5.255880117345247
0.27280567362046715,7.87736693751829
0.39655418114009455,5.5247388652489064
0.9019902360523115,6.639663466988588
0.5805817298302627,5.824011227377275
0.48221708475626146,7.728632381706011
0.2952474716409599,6.757198086288394
0.42892398024249045,5.8304597233988105
0.7842295086480693,7.255613738900513
0.7075930023300545,7.054925143555167
0.21975770033825048,6.517287062777075
0.13857871914184017,7.021945849423773
0.45803129925498753,5.37300102051343
0.4641807072436752,6.103713896068046
0.22466701950795565,6.263369941116746
0.9077193296304213,7.444551743790714
0.17090477720931174,5.863940903062292
0.12230010165213367,7.13225400490014
0.46643606273864635,5.3815468177941685
0.32473256806234807,6.759171645968539
0.7902212606545005,5.922386821322404
0.7638460538183665,6.988580918228167
0.7221190179156773,6.625369972690156
0.8825759991578079,5.771222647867745
0.7196508692045764,5.115267472136877
0.5770424332849242,5.588447116946627
0.8869790281216456,6.112871215555936
0.6142758036226161,7.057688606345368
0.6000124925261678,7.831704067231561
0.9176736769658043,7.671609307245009
0.4435353356612841,5.681491001680683
0.24314587685412348,7.145108832876232
0.7584507390719357,5.988250595025004
0.22899171948369812,5.478826191226785
0.7078058788611203,6.527488552340258
0.41933050997926435,5.434283420205087
0.3706955937338232,7.651299544273801
0.10225310754275152,5.18739250713138
0.06844405491521033,5.396579205584359
0.8939431222027727,6.484727123936918
0.5526343406340635,7.5085321718027895
0.7874841618290722,7.255620920953036
0.5212543676087587,7.4598907601826605
0.7891402250216215,6.446008528877618
0.5857815659892616,7.3295105360730854
0.9868338164482602,7.869714777760239
0.28139195248115634,5.227389804572176
0.7793406667034988,5.719079839995034
0.08435224375638217,5.9748931942319485
0.032587070200722046,6.830291036826087
0.9605492715395454,5.507960027932225
0.21974735880758267,5.182864036174607
0.2107316929135823,5.425101011983744
0.03776954896788176,7.123407645652152
0.33592438114719836,5.572821023866979
0.5288502367136316,5.701670029117515
0.1658141606103245,6.579015415370502
0.9242450309584869,7.4083610162728695
0.888549559357495,6.400211048653544
0.6532720714077713,7.017406433372736
0.28769259118613366,5.297877437395008
0.808042937529535,7.764533529604826
0.27033307498764314,6.427239219435115
0.14292379922208553,5.650018239357865
0.5603586730877197,7.49217575592316
0.8320245827693655,5.383529403745792
0.2190321851016841,5.422617920363759
0.8213544183860457,5.8725630850165595
0.5506231652380638,5.071533450583367
0.8557428596369956,5.3903910252840825
0.4942267739726378,6.543671232959736
0.9046796850422427,7.414514022137386
0.10044360143745767,6.084804636312716
0.03557347256904975,5.251044518203161
0.16082207322504227,5.267671069062602
0.12818118819711088,7.147578891410531
0.17223379295579266,6.434956196804053
0.22652552504558887,7.7103502065409115
0.47219585975376344,6.100866496498974
0.25873428295710665,6.417052061669441
0.40977969191777497,6.036794893474286
0.4107134216566972,6.744389944229905
0.29342500209244715,7.465568026614413
0.46203500162574684,7.672502432634614
0.006693977425902942,5.77149268027424
0.7821217521151544,7.9771509799505
0.3777382640744913,5.688357560294338
0.8674405985172053,7.234785364212562
0.04581352560167096,5.477923370145087
0.25702689295552106,7.752274057620439
0.6676657630745335,6.877123984121936
0.7881604530645538,6.35110006816524
0.9190484409391453,5.278598863016561
0.1254907765195754,6.830579790397537
0.023504918540675268,6.141671164599001
0.6607382946363767,7.160558945458673
0.9792439475538557,6.981245694151977
0.43650719801947546,5.077582010776345
0.045787187641918914,6.582052940285258
0.38340462637325445,7.1665588363657395
0.1772941818587117,6.565880851346822
0.8064217485672425,7.085824863070225
0.016246008668054923,5.179148819142696
0.998949475900849,7.750805605646592
0.9972502020776686,6.144082326320499
0.9396197962612471,7.092794239970787
0.8011317800399507,6.884345812199212
0.8725875738688922,6.956337470840573
0.8077725413012324,7.861841709020915
0.3947666389553064,6.40133819479759
0.5048425198479047,6.293685612860825
0.07984749836792626,7.094365140280619
0.39166825573221886,5.794030412990736
0.32418750955168996,5.292616357134354
0.38711463530058365,7.565995997853301
0.07784117758527964,7.098606743776941
0.9039588123914277,7.1738678940851734
0.5453246305333332,6.455976654892559
0.33076296613241496,5.3152095724224875
0.3557691301485322,6.3143293951183495
0.12777167147612167,6.613044060026822
0.3414554426969121,7.24483921420541
0.2673852517115216,5.813718818041951
0.9934521301697745,5.200939619781985
0.2802188561717005,6.78330827386903
0.43815105102258367,6.446317426678378
0.4828677249022246,5.930299297174247
0.48747366214136534,6.229277286016702
0.9983386045159546,6.784193382505427
0.4470501488787131,6.19786043533146
0.09658094770520975,6.508036086148497
0.3266713346469201,6.415135699109444
0.5911229296073937,6.415343493200556
0.9067760532467242,6.36722916592363
0.738600253384254,7.664492062630848
0.47534895688251977,7.873604367029232
0.22239345363882568,7.91013739653909
0.32351886748467806,6.531946196665715
0.3213880600789776,7.779609476576301
0.898476825004757,6.124528780424149
0.7960027636403266,6.403345771506599
